name,price,status,shipping,free_returns,items_sold
Dyson310731-01 Airwrap Styler Complete - Pink,37500,Pre-Owned,2500,False,
Dyson Airwrap Multi-Hair Styler Kit [HS01] With Storage Case Dryer Brush Styling,44677,Pre-Owned,8251,False,
New Dyson Airwrap Complete Long,82500,Open Box,2000,False,
Dyson Airwrap Complete Hair Styler Exclusive Limited Nickel/Red Color 100V1200W,49999,Open Box,0,True,0
New Dyson Airwrap Complete Hair Styler Fuchsia Pink All Accessories Included,44999,Open Box,5187,False,
Dyson Large Storage Case For Airwrap Stylers Curler Tan Travel Air Wrap Leather,3000,Pre-Owned,2500,False,
Dyson HS05 Airwrap Styler Complete Long in Vinca-Blue-Rose Special Edition,67999,Open Box,0,True,
Dyson Airwrap 100V 1200W HS05,49980,Brand New,0,True,
Dyson HS01 Airwrap Complete Styler Set LIMITED EDITION - RED/BRIGHT NICKEL - NEW,89900,Brand New,0,True,
Dyson Airwrap Firm Smoothing Brush 969476-01,3500,Open Box,0,False,
"Dyson Genuine Components 1.2"" 30mm Airwrap 2 Barrels Black&Purple  PN 969467-01 ",4999,Brand New,4,True,0
New Dyson Heat Mat Airwrap,2400,Brand New,620,False,
Dyson Airwrap Complete Styler multiple hair types style Gift Case Nickel/Fuchsia,39999,Open Box,1935,False,
Dyson Airwrap Hair Styler Fuchsia Pink Nickel HS01 **MISSING 2 ATTACHMENTS**,37999,Open Box,1595,False,
LATEST Dyson NEW SOLD OUT  Complete Airwrap Long FACTORY Blue/Copper WARRANTY,59900,Brand New,2135,False,
DYSON Airwrap Presentation Case - Brown,10500,Open Box,0,False,
